
 System Test Results

	Test Arguments		Expected Results		Success	
	{"EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "OOEEEEEOEOOEEOEOEOOOOEOEEEEOEEOEOEEEOOEEEEEOO", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE", "EEOOOOOEOEEOOEOEOEEEEOEOOOOEOOEOEOOOEEOOOOOEE"}		{0, 2, 0, 3, 0, 4, 0, 5, 0, 6, 0, 8, 0, 11, 0, 12, 0, 14, 0, 16, 0, 21, 0, 23, 0, 24, 0, 25, 0, 26, 0, 28, 0, 29, 0, 31, 0, 33, 0, 34, 0, 35, 0, 38, 0, 39, 0, 40, 0, 41, 0, 42, 1, 2, 7, 2, 9, 2, 10, 2, 13, 2, 15, 2, 17, 2, 18, 2, 19, 2, 20, 2, 22, 2, 27, 2, 30, 2, 32, 2, 36, 2, 37, 2, 43, 2, 44, 2}		Passed	


	{"EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "EOEEOOOOEOOEOEEEEOEOOEOOEOEOOOEEEOOO", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE", "OEOOEEEEOEEOEOOOOEOEEOEEOEOEEEOOOEEE"}		{0, 1, 0, 4, 0, 5, 0, 6, 0, 7, 0, 9, 0, 10, 0, 12, 0, 17, 0, 19, 0, 20, 0, 22, 0, 23, 0, 25, 0, 27, 0, 28, 0, 29, 0, 33, 0, 34, 0, 35, 2, 1, 3, 1, 8, 1, 11, 1, 13, 1, 14, 1, 15, 1, 16, 1, 18, 1, 21, 1, 24, 1, 26, 1, 30, 1, 31, 1, 32, 1}		Passed	


	{"EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "EOEEEEEOEOEEOOEOEEEOEOEEEOEEOOEOOEEOOEOEOOO", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE", "OEOOOOOEOEOOEEOEOOOEOEOOOEOOEEOEEOOEEOEOEEE"}		{0, 1, 0, 7, 0, 9, 0, 12, 0, 13, 0, 15, 0, 19, 0, 21, 0, 25, 0, 28, 0, 29, 0, 31, 0, 32, 0, 35, 0, 36, 0, 38, 0, 40, 0, 41, 0, 42, 2, 1, 3, 1, 4, 1, 5, 1, 6, 1, 8, 1, 10, 1, 11, 1, 14, 1, 16, 1, 17, 1, 18, 1, 20, 1, 22, 1, 23, 1, 24, 1, 26, 1, 27, 1, 30, 1, 33, 1, 34, 1, 37, 1, 39, 1}		Passed	


	{"EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "EEEEOEOEOEOOEEEOEOEEEOOEEOOEOOOEEOEEOOOEOOOEEEEOO", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE", "OOOOEOEOEOEEOOOEOEOOOEEOOEEOEEEOOEOOEEEOEEEOOOOEE"}		{0, 4, 0, 6, 0, 8, 0, 10, 0, 11, 0, 15, 0, 17, 0, 21, 0, 22, 0, 25, 0, 26, 0, 28, 0, 29, 0, 30, 0, 33, 0, 36, 0, 37, 0, 38, 0, 40, 0, 41, 0, 42, 0, 47, 0, 48, 1, 4, 2, 4, 3, 4, 5, 4, 7, 4, 9, 4, 12, 4, 13, 4, 14, 4, 16, 4, 18, 4, 19, 4, 20, 4, 23, 4, 24, 4, 27, 4, 31, 4, 32, 4, 34, 4, 35, 4, 39, 4, 43, 4, 44, 4, 45, 4, 46, 4}		Passed	


	{"EE", "EE"}		{-1}		Passed	


	{"EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "OOOOOOEOOEOOEEOOEOEOOOOEEOEOEEOEOOEOOOO", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "OOOOOOEOOEOOEEOOEOEOOOOEEOEOEEOEOOEOOOO", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "OOOOOOEOOEOOEEOOEOEOOOOEEOEOEEOEOOEOOOO", "OOOOOOEOOEOOEEOOEOEOOOOEEOEOEEOEOOEOOOO", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "OOOOOOEOOEOOEEOOEOEOOOOEEOEOEEOEOOEOOOO", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "OOOOOOEOOEOOEEOOEOEOOOOEEOEOEEOEOOEOOOO", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "OOOOOOEOOEOOEEOOEOEOOOOEEOEOEEOEOOEOOOO", "OOOOOOEOOEOOEEOOEOEOOOOEEOEOEEOEOOEOOOO", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "OOOOOOEOOEOOEEOOEOEOOOOEEOEOEEOEOOEOOOO", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "OOOOOOEOOEOOEEOOEOEOOOOEEOEOEEOEOOEOOOO", "OOOOOOEOOEOOEEOOEOEOOOOEEOEOEEOEOOEOOOO", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "OOOOOOEOOEOOEEOOEOEOOOOEEOEOEEOEOOEOOOO", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "OOOOOOEOOEOOEEOOEOEOOOOEEOEOEEOEOOEOOOO", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE", "EEEEEEOEEOEEOOEEOEOEEEEOOEOEOOEOEEOEEEE"}		{0, 6, 0, 9, 0, 12, 0, 13, 0, 16, 0, 18, 0, 23, 0, 24, 0, 26, 0, 28, 0, 29, 0, 31, 0, 34, 1, 6, 2, 6, 3, 6, 4, 6, 5, 6, 7, 6, 8, 6, 10, 6, 11, 6, 14, 6, 15, 6, 17, 6, 19, 6, 20, 6, 21, 6, 22, 6, 25, 6, 27, 6, 30, 6, 32, 6, 33, 6, 35, 6, 36, 6, 37, 6, 38, 6}		Passed	


	{"EOEOOEOEEEOOOOEEOOOEEOOO", "OEOEEOEOOOEEEEOOEEEOOEEE", "EOEOOEOEEEOOOOEEOOOEEOOO", "OEOEEOEOOOEEEEOOEEEOOEEE", "OEOEEOEOOOEEEEOOEEEOOEEE", "EOEOOEOEEEOOOOEEOOOEEOOO", "OEOEEOEOOOEEEEOOEEEOOEEE", "EOEOOEOEEEOOOOEEOOOEEOOO", "EOEOOEOEEEOOOOEEOOOEEOOO", "EOEOOEOEEEOOOOEEOOOEEOOO", "OEOEEOEOOOEEEEOOEEEOOEEE", "OEOEEOEOOOEEEEOOEEEOOEEE", "OEOEEOEOOOEEEEOOEEEOOEEE", "OEOEEOEOOOEEEEOOEEEOOEEE", "EOEOOEOEEEOOOOEEOOOEEOOO", "EOEOOEOEEEOOOOEEOOOEEOOO", "OEOEEOEOOOEEEEOOEEEOOEEE", "OEOEEOEOOOEEEEOOEEEOOEEE", "OEOEEOEOOOEEEEOOEEEOOEEE", "EOEOOEOEEEOOOOEEOOOEEOOO", "EOEOOEOEEEOOOOEEOOOEEOOO", "OEOEEOEOOOEEEEOOEEEOOEEE", "OEOEEOEOOOEEEEOOEEEOOEEE", "OEOEEOEOOOEEEEOOEEEOOEEE"}		{0, 1, 0, 3, 0, 4, 0, 6, 0, 10, 0, 11, 0, 12, 0, 13, 0, 16, 0, 17, 0, 18, 0, 21, 0, 22, 0, 23, 2, 1, 5, 1, 7, 1, 8, 1, 9, 1, 14, 1, 15, 1, 19, 1, 20, 1}		Passed	


	{"EOOOOEOEOEOEOEOOEEOE", "OEEEEOEOEOEOEOEEOOEO", "OEEEEOEOEOEOEOEEOOEO", "OEEEEOEOEOEOEOEEOOEO", "OEEEEOEOEOEOEOEEOOEO", "EOOOOEOEOEOEOEOOEEOE", "OEEEEOEOEOEOEOEEOOEO", "EOOOOEOEOEOEOEOOEEOE", "OEEEEOEOEOEOEOEEOOEO", "EOOOOEOEOEOEOEOOEEOE", "OEEEEOEOEOEOEOEEOOEO", "EOOOOEOEOEOEOEOOEEOE", "OEEEEOEOEOEOEOEEOOEO", "EOOOOEOEOEOEOEOOEEOE", "OEEEEOEOEOEOEOEEOOEO", "OEEEEOEOEOEOEOEEOOEO", "EOOOOEOEOEOEOEOOEEOE", "EOOOOEOEOEOEOEOOEEOE", "OEEEEOEOEOEOEOEEOOEO", "EOOOOEOEOEOEOEOOEEOE"}		{0, 1, 0, 2, 0, 3, 0, 4, 0, 6, 0, 8, 0, 10, 0, 12, 0, 14, 0, 15, 0, 18, 5, 1, 7, 1, 9, 1, 11, 1, 13, 1, 16, 1, 17, 1, 19, 1}		Passed	


	{"EOOOEOOEEOEEEOE", "OEEEOEEOOEOOOEO", "OEEEOEEOOEOOOEO", "OEEEOEEOOEOOOEO", "EOOOEOOEEOEEEOE", "OEEEOEEOOEOOOEO", "OEEEOEEOOEOOOEO", "EOOOEOOEEOEEEOE", "EOOOEOOEEOEEEOE", "OEEEOEEOOEOOOEO", "EOOOEOOEEOEEEOE", "EOOOEOOEEOEEEOE", "EOOOEOOEEOEEEOE", "OEEEOEEOOEOOOEO", "EOOOEOOEEOEEEOE"}		{0, 1, 0, 2, 0, 3, 0, 5, 0, 6, 0, 9, 0, 13, 4, 1, 7, 1, 8, 1, 10, 1, 11, 1, 12, 1, 14, 1}		Passed	


	{"EE", "EE"}		{-1}		Passed	


	{"EEEOEEOEEOOEEE", "EEEOEEOEEOOEEE", "EEEOEEOEEOOEEE", "OOOEOOEOOEEOOO", "EEEOEEOEEOOEEE", "EEEOEEOEEOOEEE", "OOOEOOEOOEEOOO", "EEEOEEOEEOOEEE", "EEEOEEOEEOOEEE", "OOOEOOEOOEEOOO", "OOOEOOEOOEEOOO", "EEEOEEOEEOOEEE", "EEEOEEOEEOOEEE", "EEEOEEOEEOOEEE"}		{0, 3, 0, 6, 0, 9, 0, 10, 1, 3, 2, 3, 4, 3, 5, 3, 7, 3, 8, 3, 11, 3, 12, 3, 13, 3}		Passed	


